siteID,AP19,JA19,JU19,OC19,AP20,JA20,JU20,OC20,AP21,JA21,JU21,OC21,AP22,JA22,JU22,OC22
R02-HRF1_CHIL,NA,NA,NA,NA,69353,63245,91765,70084,47335,49630,62599,42802,42615,42712,50361,60606
R03-AUP1_CHIL,207927,132977,235749,272319,131367,160965,179210,127083,97800,95172,137290,92390,81662,95571,98465,138314
R03-CPG1_CHIL,244384,137603,267726,283884,113095,141332,187608,150424,102995,96221,146878,95089,81117,88883,98603,136480
R03-EUC1_CHIL,100914,61576,122800,135939,62206,75473,109655,88691,56775,54615,88945,55543,52069,60009,70211,90609
R03-MAP1_CHIL,228410,137924,251211,247632,107573,130748,195393,159154,105755,101895,157573,90218,75657,89231,95690,127412
R04-MMW0_CHIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R04-MMW3_CHIL,520714,335965,524076,634798,279618,375382,411152,338431,252749,250492,338005,239304,220832,243541,234244,324010
R04-SCH1_CHIL,867498,534091,912877,1100097,507714,646689,787598,641466,503080,512465,656819,423967,397429,457970,444468,591991
R05-FMG1_CHIL,96122,56032,118956,134145,28700,55821,48694,36726,22149,20690,39821,27618,19231,18423,29845,34834
R05-GOC1_CHIL,143200,77566,138173,160269,65053,90865,127514,105933,80896,80818,120174,71798,65343,77786,84049,105267
R05-MTC1_CHIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R05-STP1_CHIL,84038,53048,86147,93674,NA,7054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R06-OTB1_CHIL,404065,244105,418125,478410,145284,250821,264375,235286,177722,177757,243500,153906,153246,179186,183460,247933
R06-SLT2_CHIL,116746,68513,138326,159429,74093,84653,121554,90312,53630,58499,80196,51865,45647,51358,56850,67839
R06-YOW1_CHIL,341052,227465,354816,470379,188085,261384,286635,245925,203680,202432,274284,178699,168412,196551,179658,250903
R07-FSP1_CHIL,166573,102672,163419,205622,69430,101839,111287,106837,65557,66332,88572,63257,61375,65497,59779,86985
R07-GOF1_CHIL,52471,34175,56000,84964,30732,42818,57084,53759,38944,35417,57379,37726,30906,36639,35394,42313
R07-MMP1_CHIL,31490,18127,42140,42805,15511,26673,38047,36186,21404,15160,40033,26324,17214,16243,22124,30126
R07-YHR1_CHIL,227604,137610,192403,279858,78998,157395,128160,115312,88897,96049,132516,127460,116849,128167,119182,184582
R08-DAP1_CHIL,50152,33388,42886,68760,16818,37738,28630,34654,20309,24913,27853,21372,24459,27537,22917,35235
R08-PAP1_CHIL,285406,164752,310698,344683,121643,185231,245876,209968,156638,153584,241383,151629,134785,156899,152185,196553
R08-VLG1_CHIL,174936,93945,211614,203264,74596,106720,169864,139576,96968,90398,166426,100898,85694,99413,115026,143546
R08-WBK1_CHIL,589241,284481,333375,809654,161111,266038,31066,48016,34187,76531,69971,206178,216101,149075,178539,448171
R09-BLW1_CHIL,376544,229949,396999,506017,168392,282403,314728,289747,229363,216948,307228,227717,190246,216035,216273,309996
R09-CTG0_CHIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R09-LIM0_CHIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R09-SMI1_CHIL,71911,38703,64142,85958,26493,40026,41647,38466,34957,30430,52127,35987,32072,32976,37454,50151
R10-FRM1_CHIL,9999,5387,7059,10094,4491,6341,5809,4797,3319,2943,4377,2344,1944,2149,2000,3718
R10-FRM2_CHIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R10-WCP0_CHIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R10-WDW0_CHIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02-BNS1_CHIL,646940,317740,859738,761540,216684,309911,409991,293146,192663,200422,437081,324560,204994,233446,397782,449119
S02-BRI1_CHIL,113263,70498,116385,139972,55285,77952,91663,73904,51367,52289,82811,55754,55282,61372,68070,91676
S02-COP1_CHIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02-MCP1_CHIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02-PIP1_CHIL,54154,32671,46895,66388,27366,38045,37511,32671,16520,17213,24257,19629,19704,23175,20359,42817
S02-PLP1_CHIL,191981,116726,217323,226830,90222,124227,159002,135730,95438,94423,156502,106352,101497,110221,126392,159492
S02-TNW1_CHIL,551187,256229,775187,636986,159357,241171,322756,236727,134305,144350,377284,281644,158717,180774,357055,386890
S03-JKP2_CHIL,1933467,921237,2400278,2119221,696124,1164301,1312655,1023305,707707,613261,1483907,807984,702020,691009,983421,1049339
S03-LCP1_CHIL,44758,31156,44603,48414,21120,23894,29270,27231,16845,16333,23024,16074,11987,14796,14077,20087
S03-PSP1_CHIL,1933574,1019339,2111464,2347920,563824,1209692,1043671,767604,824687,769595,1612592,911603,906438,1047753,1220150,1599758
S03-VIP1_CHIL,149965,82527,143642,150128,55502,79643,93021,79418,60021,64650,98847,69265,70117,79483,90060,124433
S03-WAP1_CHIL,169683,99687,185309,224148,91190,125455,164248,128850,91266,98531,129532,93411,89581,107290,101915,146174
S04-HAP1_CHIL,89709,49800,90622,111159,45670,57995,77753,58400,43909,42455,71958,52450,47647,48742,56835,75224
S04-OTW1_CHIL,72448,44332,73245,71939,31755,42600,60146,58582,41956,42584,60309,40240,34503,41029,42565,55722
S04-SSP1_CHIL,54771,32190,51329,68150,30109,41005,46711,41181,30969,28755,41701,27493,28362,34468,34171,50020
S05-LNC1_CHIL,66609,43537,75215,70747,29048,35968,58076,50838,33507,32675,52510,33860,28927,34795,38666,52031
S05-RES1_CHIL,24233,13674,22772,26683,13170,15106,28181,21405,12717,13041,15800,9763,7976,9544,9869,14572
S05-SFP0_CHIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S06-CBW0_CHIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S07-ARG1_CHIL,144,145,144,95,NA,NA,70,73,NA,NA,NA,NA,NA,NA,NA,NA
S07-ARG2_CHIL,1745,434,2268,3042,398,561,26,85,NA,NA,NA,NA,NA,NA,NA,NA
S07-STJ1_CHIL,NA,NA,92,23,NA,60,79,352,NA,NA,NA,NA,NA,373,528,1247
S08-WGL1_CHIL,20264,13005,12849,19499,6658,18036,7029,6176,NA,1026,NA,NA,NA,NA,NA,NA
S08-WGL3_CHIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S09-KTP1_CHIL,522571,284890,588805,641234,262365,367073,595525,414712,326585,343037,550679,392502,340047,397038,460225,601755
S09-SMC1_CHIL,104463,62442,97406,122392,42391,68224,73594,70572,51441,48225,70172,46027,42731,50979,58011,74039
S09-VTW0_CHIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S10-ILC1_CHIL,55282,31295,59350,58297,20957,28189,37672,31356,21116,22362,30936,25326,20709,23873,26451,36674
S10-LEW1_CHIL,25194,18619,7423,41954,7497,17114,1989,8758,3482,4714,484,8513,9476,7970,4121,15228
S10-LPC1_CHIL,134053,79161,126787,162987,59912,91630,120640,107303,84870,71813,125293,77504,75701,76133,87394,117975
S10-LPP0_CHIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290,8625,14964,17731
02_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2542,2360,3370,5317
04_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754,574,1327,1699
05_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6133,3535,7108,9005
06_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30163,23509,32487,42522
07_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12379,8195,18047,21727
08_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25815,23361,28035,38389
09_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,876405,733321,858568,1210270
10_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61409,47045,61110,87103
11_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55122,39111,78267,99904
12_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69307,47483,151749,140134
13_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15651,12126,13309,18446
14_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13229,10049,16910,21349
15_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10240,2475,16297,19091
16_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8927,800,14505,16769
17_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2535,1634,3792,4193
18_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA
19_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,38
20_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802,541,839,1205
21_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1008,646,1012,1482
22_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,105,173,277
23_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M01-PRG1_ININ,86045,49359,95168,103181,38445,52976,60235,50691,38690,35449,58401,40022,NA,10432,NA,NA
M01-SAP1_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M02-BCF1_ININ,407697,215130,405558,445742,131450,221627,202027,196848,177716,165046,279355,183795,215000,211193,248656,295094
M02-OBP1_ININ,73166,46669,80607,95312,40422,51265,62994,56466,59727,53141,96580,66013,68236,69359,81866,95757
M02-SBP2_ININ,49973,33005,55652,62238,22424,27524,32751,25519,20720,21248,28864,20535,16089,19904,19293,31041
M03-FCP1_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M03-GWP1_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M03-ISD1_ININ,89829,90970,187427,144035,37235,95857,43340,38729,50900,50253,129436,63564,56162,76876,27847,187094
M04-BAS1_ININ,257482,166071,234393,315861,119437,178610,172048,161324,132488,130384,162497,134478,118264,144742,121015,184451
M04-FRP1_ININ,48239,28274,53675,50784,14058,25599,29116,26327,20568,19434,31378,21851,20630,23827,24605,34663
M04-MAP1_ININ,32368,14202,30402,30524,8122,11502,17485,16911,NA,1545,NA,NA,NA,NA,NA,NA
M05-ISB2_ININ,11234,5107,11785,11587,4388,4900,8865,5831,4058,2945,5369,4521,1632,1529,3532,3901
M05-SDC1_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M05-SGC1_ININ,16690,10803,12424,12536,4551,4911,6276,5585,3199,2704,6282,3121,2402,1833,2558,2728
M06-MCP1_ININ,98760,62649,139187,108410,39803,63658,94508,67816,51479,53533,106845,48426,49431,55488,75635,76829
M06-PGC1_ININ,166738,111871,176244,204658,77998,120356,160211,128417,89749,82542,139413,75890,74080,76820,89549,116017
M07-CAC1_ININ,461791,256567,520420,558202,159461,320529,453862,342277,271486,273013,444048,233562,217418,278738,305647,362829
M07-CCT1_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M07-WFD1_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M08-FTP1_ININ,121287,76246,84336,174750,40978,100056,46616,81455,66297,75783,85830,102983,86170,86308,68329,116953
M08-MMT2_ININ,153519,81391,176492,164179,71277,99542,205546,167041,144604,125227,259946,139250,133872,136897,209202,216100
M08-WGP1_ININ,221133,54754,257112,207701,44095,113286,430435,224466,201278,103671,464513,139329,132470,97114,367350,230453
R01-IUI1_ININ,NA,NA,NA,NA,NA,NA,NA,NA,6011170,4572738,7598228,7304649,7060741,7525863,6562916,10883368
R02-PRU1_ININ,NA,NA,NA,NA,NA,NA,NA,NA,1852,2201,5553,4413,NA,490,NA,NA
R03-4651_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R04-SWW1_ININ,NA,NA,NA,NA,NA,NA,NA,NA,1720,1100,2389,1254,NA,246,NA,NA
R05-WAV1_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R06-MMP-1_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W01-GFP3_ININ,72381,44124,81671,93207,40725,49548,62389,49817,40527,35441,61193,44921,NA,11594,NA,NA
W01-HCC1_ININ,44473,26219,45543,48446,NA,3688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W01-WRG1_ININ,37344,21770,40143,47321,NA,4658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W02-EMP1_ININ,4165325,2734928,3959498,5586896,NA,440800,NA,NA,2502910,1907833,3312699,3144522,NA,658680,NA,NA
W02-IZO3_ININ,14194296,9617027,13431779,19973524,6757102,10961269,9304592,10276727,NA,1585323,NA,NA,NA,NA,NA,NA
W03-CHC1_ININ,20630,12893,21023,27633,7694,13067,18167,14253,NA,2530,NA,NA,NA,NA,NA,NA
W03-MEL1_ININ,147936,98405,99159,255913,62435,126570,76427,178088,157401,115064,79110,189040,NA,14330,NA,NA
W03-RGC1_ININ,158081,103217,115461,267841,63867,129185,79480,180625,160463,118306,86486,195396,174465,150301,83741,252452
W04-BHC2_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W04-JSP1_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W04-ROW1_ININ,83917,49311,85584,85917,37190,45267,65292,49283,NA,11894,NA,NA,NA,NA,NA,NA
W04-WPC1_ININ,37686,21992,44087,36291,11840,15674,28382,22465,14301,11707,20859,13322,10179,11343,14842,18110
W05-CPE1_ININ,261737,168508,232814,304680,96620,160063,163332,146381,118246,122590,166013,129811,106563,123983,122585,159493
W05-EES_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W06-CNP1_ININ,56653,27456,67136,61952,NA,4809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W06-LRF1_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W06-UHS1_ININ,9121,4791,4583,10325,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W07-INA1_ININ,19301,12430,20319,26466,6918,16101,18475,16147,12414,13468,18953,14127,10689,16226,14904,25123
W07-UES2_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W07-WAF1_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W08-NST3_ININ,3437,1091,3054,3653,1248,1636,3467,2713,2031,1710,3199,1356,1302,1832,1572,3108
W08-ROS1_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A01-RES1_IOIO,356,49,133,318,876,499,2262,1164,45,18,NA,NA,NA,10,NA,NA
A01-WMA1_IOIO,356,49,133,318,355,499,265,248,45,18,NA,NA,NA,10,NA,NA
A01-WMA2_IOIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A01-WMA3_IOIO,NA,NA,NA,NA,45,19,41,NA,432,NA,946,382,NA,NA,NA,NA
A02-FUH1_IOIO,3024,1806,2963,6698,4888,5109,10954,7333,6302,5219,5454,4650,4884,3792,4077,7147
A02-GLP1_IOIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17400,13846,21568,28242
A02-MET1_IOIO,3017,1896,2553,3263,3795,2991,3692,2210,NA,388,NA,NA,NA,NA,NA,NA
A02-RES2_IOIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A02-WMA4_IOIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A03-CNA1_IOIO,51201,20841,43097,45414,22749,26407,45534,43366,29711,15333,52397,23447,21083,16208,40740,37992
A03-JOY1_IOIO,38446,24244,40966,48050,27580,30542,38738,28932,15119,17509,23384,15640,18786,18516,19454,23864
A03-YSC1_IOIO,49300,26496,39808,75142,29280,41380,61875,48180,36181,36956,52383,44515,40151,42039,45816,63013
A04-AUB1_IOIO,1938,1434,1477,1346,1660,1069,1872,1345,1041,1010,1182,790,569,261,494,359
A04-DOV1_IOIO,10950,7322,11559,15215,6337,8731,13470,9482,7109,6382,10071,6780,6469,6923,6780,10432
A04-PEN1_IOIO,206605,115930,240870,335317,136620,204279,273748,259712,205376,197958,324460,235509,229087,248800,259479,346304
A04-WAT1_IOIO,19951,8564,25138,26773,10108,10301,23730,17076,9077,8929,16142,10965,7755,8056,10465,12382
A05-BEN1_IOIO,304554,177959,334541,537740,210048,266573,359070,321118,262065,308799,404336,391769,284941,360699,296294,491270
A05-CRE1_IOIO,207864,112580,157869,288891,101176,156100,153313,143284,117584,122910,154975,143988,149429,146359,127279,203050
A05-SAN1_IOIO,452611,313274,345031,747762,274884,432158,311064,401234,350513,351824,392056,468949,468416,484250,359076,646452
A05-SHI1_IOIO,58637,37652,62406,93107,45922,59000,70512,83680,63109,58775,68974,74872,59360,62307,53308,90417
A06-SHP1_IOIO,16163,5931,19775,23513,13487,11196,24245,20156,15054,9999,22546,26186,10812,8861,13792,27248
A06-SYC1_IOIO,3955,4251,5436,6185,3720,4267,4134,3868,2776,2681,4734,3150,3259,2678,3483,5238
A06-SYC2_IOIO,6800,74,3895,8274,1447,719,4237,8245,1942,658,6054,8595,1521,290,3902,9969
A06-TTB1_IOIO,3643,626,6009,3423,3901,1798,7015,4200,2530,1433,7002,2864,1730,1349,4084,4696
A07-CCG2_IOIO,127845,83246,149974,194542,82734,125159,178051,144490,122422,132589,188495,135354,125869,150535,135579,182055
A07-UIO1_IOIO,44029,29366,47050,68821,24977,39221,33794,31587,25671,27745,37602,31890,32574,32674,28940,41865
A08-PET1_IOIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A08-RES3_IOIO,NA,NA,700,NA,NA,NA,159,651,NA,NA,519,193,NA,90,283,84
A08-RES4_IOIO,120,NA,425,535,344,NA,1115,249,30,NA,220,103,146,NA,328,28
A08-TCP1_IOIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A09-HRP1_IOIO,40110,24910,10573,58115,15483,28085,7416,11373,13934,15823,13776,26495,37163,26498,11234,34248
A09-KEN1_IOIO,758,836,565,2230,420,565,132,864,876,494,460,372,1363,254,70,1167
A09-TOK1_IOIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A09-WCP1_IOIO,44488,22631,51888,64721,33189,37815,56947,46576,31124,31199,46394,28280,28348,30365,30418,41190
A10-ACT1_IOIO,31920,18623,32313,44519,14774,25659,26582,25525,17425,18720,23980,17319,16621,14734,18383,24835
A10-GIL1_IOIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A10-HHP1_IOIO,49405,31471,53959,73135,39663,46336,62686,51442,41219,45803,56143,40001,38026,44923,36707,54401
A10-HPR1_IOIO,408,289,135,210,34,162,52,NA,NA,NA,10,NA,NA,174,419,842
A11-MNR1_IOIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A11-MNR2_IOIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A11-MNR3_IOIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALP_JAMS,NA,NA,NA,NA,9171,10704,13758,13518,10644,11785,17709,12392,NA,3590,NA,NA
BAP_JAMS,110850,62749,118095,155794,80509,97785,135594,112249,101041,104670,159568,106188,NA,28435,NA,NA
BGP_JAMS,NA,NA,NA,NA,2165,3498,9028,6808,6022,5593,8633,6175,6997,5396,6253,7785
BOP_JAMS,NA,NA,NA,NA,140131,177209,237569,206117,189885,165291,286266,177732,179979,179952,194268,254839
BRP_JAMS,NA,NA,NA,NA,3296,2364,5835,4338,1994,2083,3169,1713,1616,1687,2294,3162
CHS_JAMS,263025,157560,264819,331970,124170,218806,223615,200758,179579,197710,270403,198227,211907,226621,230489,314050
CLN_JAMS,NA,NA,NA,NA,36243,42762,73495,58420,52584,59590,85020,62002,66854,71139,73116,104758
CON_JAMS,NA,NA,NA,NA,NA,NA,NA,NA,26303,20438,48166,31628,26018,29785,32991,39364
CRN_JAMS,7766,4683,9239,11137,3662,4115,3331,2895,2602,3045,5976,5398,4388,4929,5055,8855
FOP_JAMS,64861,38286,67001,69156,24323,40841,46143,42446,NA,8359,NA,NA,NA,NA,NA,NA
FRP_JAMS,33994,24592,39043,45099,17906,24522,36666,30767,30525,28139,54328,34001,35402,35420,41763,55729
GAS_JAMS,119879,75501,128101,167220,81797,102318,117943,85362,75648,70958,111971,73210,72673,74662,78904,109485
GRC_JAMS,758607,480207,805651,1081045,520639,746678,833132,754568,650880,679480,927183,661615,NA,176552,NA,NA
GRN_JAMS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC1_JAMS,NA,NA,NA,NA,375,551,1319,1105,1196,999,1514,926,1293,914,1705,2496
LAC2_JAMS,NA,NA,NA,NA,391,464,555,433,528,633,812,508,NA,175,NA,NA
LAP_JAMS,89349,73312,58905,158172,37242,93975,14412,165621,110121,97289,44284,137151,111694,89067,39997,146654
LEN_JAMS,69177,42461,75144,89732,31143,56179,62285,62211,58365,55045,102818,56461,60486,64968,64480,91889
LGN_JAMS,NA,NA,NA,NA,NA,NA,NA,NA,10518,7796,16962,11169,11231,13258,13230,16422
LIP_JAMS,491596,291561,555683,656808,304568,444569,524356,418184,374729,426002,605140,377578,360218,459758,450218,574613
MAN_JAMS,NA,NA,NA,NA,6292,7095,5937,10183,7970,9330,11965,9288,7774,8981,8241,12358
MAP_JAMS,NA,NA,NA,NA,21086,22465,28779,24623,20531,22176,29585,19752,21994,22615,26692,35974
MAS_JAMS,3234,713,2684,3467,794,3545,455,2262,1056,1779,1690,844,2313,1079,1620,6362
MIP_JAMS,2210393,1393444,2346597,3325360,1502639,2126749,2307186,2156045,1833714,1935306,2711163,1961577,1957273,2062707,2092749,3224731
MOC_JAMS,NA,NA,NA,NA,5030,5517,8177,5741,7907,8016,11594,7588,8175,8807,7933,10887
MON_JAMS,5842,3122,5151,6687,3806,4531,6231,4849,3784,3965,5986,4427,NA,1162,NA,NA
NAC_JAMS,19197,7781,15801,22978,8204,13165,19732,14504,17066,12289,21528,11315,16046,10673,17688,21378
NON_JAMS,233406,146294,266207,321667,111121,209015,220853,191346,163292,200109,259223,164446,186606,211441,203137,278256
NTE_JAMS,NA,NA,NA,NA,17770,24325,37488,33185,28488,29426,41601,26521,28738,30161,29752,45872
NTW_JAMS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OLC_JAMS,NA,NA,NA,NA,64219,79813,114023,105044,98369,101537,150486,107117,126542,122795,127127,173801
OLS_JAMS,110880,75011,111591,158567,44477,92703,91710,97677,77381,79164,102517,81494,83310,80779,83905,122572
PAG_JAMS,NA,NA,NA,NA,NA,NA,NA,NA,97437,70543,142600,91548,80423,101804,101979,132086
PAN_JAMS,NA,NA,NA,NA,5186,7973,12421,14256,14902,16426,21663,13788,24723,24513,30923,40946
PAP_JAMS,271434,183728,268074,363640,145729,241169,251037,249158,198369,208056,270035,208466,209277,212794,202115,290329
PEG1_JAMS,NA,NA,NA,NA,16303,25163,22443,31515,29886,23331,37780,45667,71915,31405,53545,82342
PEG2_JAMS,NA,NA,NA,NA,4277,3630,6872,7365,6778,3972,7464,10544,20963,4456,15213,20385
SHP_JAMS,493585,320912,469815,628949,260900,373145,320419,274364,228552,221579,347823,238145,275194,229024,254734,332567
SOP_JAMS,NA,NA,NA,NA,10100,7986,63131,56439,25435,12153,51066,26637,16515,16372,32397,24754
TON_JAMS,33143,29279,29305,61535,NA,1415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TOP_JAMS,1353,840,1882,1421,430,580,878,879,628,769,981,237,504,450,355,1119
TWR_JAMS,535,221,78,162,442,219,405,176,114,112,302,194,263,308,429,263
VAP_JAMS,NA,NA,NA,NA,6878,6176,10635,9057,8069,7878,13784,8861,9947,8723,9510,13759
WEP_JAMS,NA,NA,NA,NA,6040,4986,9507,7669,6825,6158,10419,6001,6207,6458,7956,9788
WOP_JAMS,26210,11957,22220,31205,10765,18603,27508,21633,23057,16996,32088,18814,24257,18318,26951,33727
ALS1_LRAR,NA,NA,NA,NA,36120,45389,53937,53420,39014,42171,66376,47132,44307,47240,48369,64036
