siteID,AP19,JA19,JU19,OC19,AP20,JA20,JU20,OC20,AP21,JA21,JU21,OC21,AP22,JA22,JU22,OC22
S05-SFP0_CHIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S06-CBW0_CHIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S07-ARG1_CHIL,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
S07-ARG2_CHIL,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
S07-STJ1_CHIL,NA,NA,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,2
S08-WGL1_CHIL,14,15,16,15,12,12,13,12,NA,5,NA,NA,NA,NA,NA,NA
S08-WGL3_CHIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S09-KTP1_CHIL,8,7,8,8,7,8,7,7,8,8,7,7,7,8,7,8
S09-SMC1_CHIL,38,38,40,39,28,32,33,34,30,31,29,33,32,32,26,32
S09-VTW0_CHIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S10-ILC1_CHIL,14,12,13,13,12,11,11,13,12,11,11,10,12,12,11,12
S10-LEW1_CHIL,4,4,4,4,4,4,1,4,4,4,3,4,4,2,3,3
S10-LPC1_CHIL,111,102,113,113,84,96,103,105,103,94,103,95,83,90,94,100
S10-LPP0_CHIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4
02_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,7,7
04_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
05_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,7,7
06_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,29,34,32
07_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,26,26,30
08_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,25,28,31
09_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,62,73,72
10_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,64,70,72
11_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,34,38,40
12_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,51,55,62
13_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,21,20,23
14_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,14,14
15_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3
16_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,7
17_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5
18_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
19_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
20_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
21_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2
22_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
23_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25_DEIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M01-PRG1_ININ,98,87,102,100,76,78,80,81,66,67,78,81,NA,43,NA,NA
M01-SAP1_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M02-BCF1_ININ,219,204,220,214,168,174,172,180,159,157,164,151,161,155,166,174
M02-OBP1_ININ,85,80,82,81,61,65,67,68,55,59,60,57,64,59,60,65
M02-SBP2_ININ,58,49,53,55,38,45,46,39,38,33,38,37,38,42,36,46
M03-FCP1_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M03-GWP1_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M03-ISD1_ININ,31,26,27,26,18,24,23,22,17,22,25,19,24,18,21,23
M04-BAS1_ININ,123,105,131,117,84,95,87,90,77,86,84,73,74,77,72,83
M04-FRP1_ININ,25,24,24,24,24,25,23,23,24,23,22,22,22,25,24,25
M04-MAP1_ININ,17,14,15,13,10,13,13,13,NA,5,NA,NA,NA,NA,NA,NA
M05-ISB2_ININ,10,9,7,6,4,6,5,5,3,2,3,3,2,2,4,4
M05-SDC1_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M05-SGC1_ININ,6,5,5,4,5,4,5,3,3,3,3,3,4,4,4,3
M06-MCP1_ININ,24,26,27,26,22,25,27,28,23,25,23,23,26,25,24,28
M06-PGC1_ININ,51,48,56,52,38,37,49,45,41,39,39,35,38,32,35,36
M07-CAC1_ININ,75,77,78,82,71,80,79,72,71,69,79,72,70,71,74,73
M07-CCT1_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M07-WFD1_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M08-FTP1_ININ,52,48,55,48,35,38,42,44,35,37,40,36,37,33,40,39
M08-MMT2_ININ,74,64,84,78,67,77,86,90,73,75,72,68,73,65,73,71
M08-WGP1_ININ,8,8,9,10,8,11,11,10,10,10,11,10,11,10,11,11
R01-IUI1_ININ,NA,NA,NA,NA,NA,NA,NA,NA,86,83,85,85,88,84,91,89
R02-PRU1_ININ,NA,NA,NA,NA,NA,NA,NA,NA,11,14,16,13,NA,7,NA,NA
R03-4651_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R04-SWW1_ININ,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,1,NA,1,NA,NA
R05-WAV1_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R06-MMP-1_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W01-GFP3_ININ,57,47,62,58,46,44,52,45,41,39,46,39,NA,25,NA,NA
W01-HCC1_ININ,34,31,37,37,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W01-WRG1_ININ,17,16,20,18,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W02-EMP1_ININ,86,80,79,82,NA,56,NA,NA,66,72,73,67,NA,52,NA,NA
W02-IZO3_ININ,107,104,110,108,103,105,106,107,NA,91,NA,NA,NA,NA,NA,NA
W03-CHC1_ININ,13,12,14,14,12,11,11,12,NA,6,NA,NA,NA,NA,NA,NA
W03-MEL1_ININ,17,16,18,18,15,18,15,18,14,14,16,16,NA,12,NA,NA
W03-RGC1_ININ,16,16,16,18,11,13,13,16,13,12,16,15,14,12,12,14
W04-BHC2_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W04-JSP1_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W04-ROW1_ININ,52,45,48,45,34,42,45,40,NA,23,NA,NA,NA,NA,NA,NA
W04-WPC1_ININ,22,20,21,18,12,15,15,19,18,13,17,15,10,10,9,10
W05-CPE1_ININ,71,72,69,67,58,64,58,53,56,54,57,53,59,59,64,66
W05-EES_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W06-CNP1_ININ,78,64,75,78,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W06-LRF1_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W06-UHS1_ININ,2,3,3,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W07-INA1_ININ,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W07-UES2_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W07-WAF1_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W08-NST3_ININ,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
W08-ROS1_ININ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A01-RES1_IOIO,2,1,2,1,3,2,3,2,2,1,NA,NA,NA,1,NA,NA
A01-WMA1_IOIO,2,1,2,1,2,2,2,1,2,1,NA,NA,NA,1,NA,NA
A01-WMA2_IOIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A01-WMA3_IOIO,NA,NA,NA,NA,1,1,1,NA,1,NA,1,1,NA,NA,NA,NA
A02-FUH1_IOIO,3,3,3,4,2,4,2,2,3,4,3,4,5,4,4,4
A02-GLP1_IOIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,21,24,25
A02-MET1_IOIO,3,3,3,3,3,3,2,2,NA,2,NA,NA,NA,NA,NA,NA
A02-RES2_IOIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A02-WMA4_IOIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A03-CNA1_IOIO,31,29,32,30,29,32,30,30,30,27,29,26,25,25,31,28
A03-JOY1_IOIO,50,45,52,52,45,48,46,45,38,37,40,33,39,39,40,40
A03-YSC1_IOIO,21,20,21,23,22,23,22,24,21,20,19,21,20,21,23,21
A04-AUB1_IOIO,1,1,2,2,2,1,2,2,1,1,2,2,1,1,1,1
A04-DOV1_IOIO,8,9,8,8,7,9,8,8,8,7,7,9,7,8,7,8
A04-PEN1_IOIO,103,97,106,105,96,94,98,101,93,94,98,95,96,90,93,101
A04-WAT1_IOIO,3,3,3,4,3,3,3,3,4,4,3,3,3,3,3,3
A05-BEN1_IOIO,112,105,120,123,106,112,118,119,112,109,113,108,105,107,107,110
A05-CRE1_IOIO,81,70,81,85,67,73,69,74,64,64,66,63,64,66,65,70
A05-SAN1_IOIO,33,33,34,34,33,29,29,28,27,29,25,32,30,31,32,32
A05-SHI1_IOIO,13,13,13,14,10,12,11,11,12,12,13,12,12,12,11,14
A06-SHP1_IOIO,9,7,9,8,7,8,7,7,7,8,9,8,9,9,9,9
A06-SYC1_IOIO,7,5,6,5,7,6,7,6,6,6,4,5,4,4,5,4
A06-SYC2_IOIO,1,1,2,1,1,2,2,2,2,2,2,1,2,2,1,1
A06-TTB1_IOIO,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2
A07-CCG2_IOIO,68,67,74,74,62,67,68,69,57,62,66,58,60,59,65,65
A07-UIO1_IOIO,56,49,59,65,59,61,56,60,51,49,53,51,49,51,52,52
A08-PET1_IOIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A08-RES3_IOIO,NA,NA,1,NA,NA,NA,2,3,NA,NA,2,1,NA,1,2,2
A08-RES4_IOIO,2,NA,2,2,2,NA,2,2,1,NA,2,2,1,NA,2,1
A08-TCP1_IOIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A09-HRP1_IOIO,7,6,7,7,7,7,6,6,6,7,6,7,6,6,6,6
A09-KEN1_IOIO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A09-TOK1_IOIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A09-WCP1_IOIO,33,29,34,32,30,31,31,35,25,29,31,24,31,24,28,25
A10-ACT1_IOIO,18,20,19,21,16,20,19,15,16,17,17,18,18,15,16,18
A10-GIL1_IOIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A10-HHP1_IOIO,12,11,13,12,10,9,11,11,10,12,10,10,9,10,9,12
A10-HPR1_IOIO,2,1,2,2,1,1,1,NA,NA,NA,1,NA,NA,1,2,1
A11-MNR1_IOIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A11-MNR2_IOIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A11-MNR3_IOIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALP_JAMS,NA,NA,NA,NA,23,21,21,21,24,22,21,19,NA,13,NA,NA
BAP_JAMS,56,49,59,59,55,54,53,50,54,50,49,43,NA,30,NA,NA
BGP_JAMS,NA,NA,NA,NA,3,4,4,4,3,5,3,3,3,3,4,3
BOP_JAMS,NA,NA,NA,NA,52,54,51,55,53,48,51,45,48,40,48,48
BRP_JAMS,NA,NA,NA,NA,2,2,4,3,2,3,3,3,2,1,2,3
CHS_JAMS,120,108,121,114,90,109,100,105,102,95,93,94,97,100,96,100
CLN_JAMS,NA,NA,NA,NA,43,57,54,51,52,49,55,49,58,54,60,65
CON_JAMS,NA,NA,NA,NA,NA,NA,NA,NA,39,37,41,34,37,34,41,37
CRN_JAMS,7,7,7,8,6,7,6,5,7,4,6,5,5,5,4,8
FOP_JAMS,60,52,62,64,53,56,52,53,NA,29,NA,NA,NA,NA,NA,NA
FRP_JAMS,51,51,61,49,35,46,40,36,41,34,41,40,41,37,39,47
GAS_JAMS,56,47,56,55,47,48,48,37,39,41,44,45,44,41,42,43
GRC_JAMS,88,88,91,96,75,83,79,74,69,68,75,67,NA,51,NA,NA
GRN_JAMS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC1_JAMS,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3
LAC2_JAMS,NA,NA,NA,NA,2,2,2,1,2,1,2,1,NA,2,NA,NA
LAP_JAMS,10,10,12,12,11,11,13,10,10,11,11,12,10,11,9,10
LEN_JAMS,8,8,8,8,9,8,8,8,9,9,9,9,8,9,7,8
LGN_JAMS,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,4,4,4,4,4
LIP_JAMS,54,52,54,54,53,55,53,54,54,54,54,54,55,54,54,55
MAN_JAMS,NA,NA,NA,NA,7,9,9,9,6,9,7,6,8,6,7,8
MAP_JAMS,NA,NA,NA,NA,28,34,32,31,26,28,24,24,28,26,27,27
MAS_JAMS,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2
MIP_JAMS,70,63,73,73,62,69,62,58,58,60,63,57,60,58,52,66
MOC_JAMS,NA,NA,NA,NA,14,13,11,11,14,14,13,12,13,12,12,14
MON_JAMS,6,5,3,5,5,3,5,5,2,5,6,6,NA,2,NA,NA
NAC_JAMS,15,13,19,20,17,16,14,15,15,16,13,12,12,12,13,12
NON_JAMS,109,99,111,112,92,106,100,96,99,101,102,101,99,95,106,108
NTE_JAMS,NA,NA,NA,NA,41,44,45,41,43,45,47,41,44,40,46,46
NTW_JAMS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OLC_JAMS,NA,NA,NA,NA,54,57,59,56,53,52,53,57,59,55,59,57
OLS_JAMS,58,63,62,67,59,59,63,56,56,61,64,56,58,58,61,58
PAG_JAMS,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,3,3,3,3,3
PAN_JAMS,NA,NA,NA,NA,23,21,28,21,22,17,21,17,20,18,22,22
PAP_JAMS,134,124,131,124,93,113,102,100,101,97,97,96,88,96,98,93
PEG1_JAMS,NA,NA,NA,NA,16,19,18,19,18,15,18,21,22,19,21,22
PEG2_JAMS,NA,NA,NA,NA,2,3,2,2,2,2,3,3,3,3,2,3
SHP_JAMS,133,136,136,143,113,121,120,111,107,107,109,107,106,106,109,114
SOP_JAMS,NA,NA,NA,NA,2,2,2,3,2,2,2,1,2,2,2,2
TON_JAMS,18,13,18,12,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TOP_JAMS,7,5,9,7,3,6,4,4,4,6,4,2,6,5,4,7
TWR_JAMS,1,1,2,2,3,1,2,1,1,2,2,1,1,1,1,1
VAP_JAMS,NA,NA,NA,NA,3,4,4,4,4,4,3,4,3,4,4,5
WEP_JAMS,NA,NA,NA,NA,8,6,6,5,7,8,8,6,5,7,7,7
WOP_JAMS,22,16,24,25,23,22,20,21,19,22,20,19,19,20,22,23
ALS1_LRAR,NA,NA,NA,NA,72,73,71,69,63,68,77,68,72,69,72,74
BUR1_LRAR,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2
BUR2_LRAR,NA,NA,NA,NA,5,5,5,5,4,5,4,5,5,5,4,5
BUR3_LRAR,NA,NA,NA,NA,8,8,9,9,9,9,11,10,8,9,10,12
COM1_LRAR,NA,NA,NA,NA,45,46,41,46,46,45,47,46,46,46,48,47
CON1_LRAR,NA,NA,NA,NA,9,8,8,6,4,3,6,1,2,6,4,6
