,fcity,city,site,long,lat,crs,JA19,AP19,JU19,OC19,JA20,AP20,JU20,OC20,JA21,AP21,JU21,OC21,JA22,AP22,JU22,OC22
94,"Chicago, IL",chil,R06-YOW1,-87.93312143,41.85870532,4326,0.106706024,0.065861552,0.263862786,0.231634775,0.128652518,0.153194395,0.153719847,0.21252495,0.043364473,0.141599524,0.2160437,0.182620418,0.101316317,0.155162937,0.273045776,0.196029297
95,"Chicago, IL",chil,R07-FSP1,-88.02228432,41.85090748,4326,0.105919865,0.076599183,0.239542001,0.201316013,0.124816758,0.136936363,0.135259922,0.185406477,0.025669622,0.141131184,0.113875457,0.168231743,0.083995448,0.149877163,0.219897434,0.176038302
96,"Chicago, IL",chil,R07-GOF1,-88.04194649,41.8658981,4326,0.111945126,0.091026945,0.281979055,0.247319323,0.138736692,0.130300663,0.278172177,0.23053029,0.036829469,0.154337907,0.079429657,0.198655461,0.084525576,0.166737379,0.294168708,0.212007594
97,"Chicago, IL",chil,R07-MMP1,-88.00296221,41.87405852,4326,0.143841588,0.101590876,0.282231558,0.269869244,0.168095212,0.207777267,0.29550411,0.248561091,0.030711273,0.191063693,0.281055582,0.226291222,0.070318823,0.208211849,0.295301722,0.231302977
98,"Chicago, IL",chil,R07-YHR1,-87.98972335,41.86578813,4326,0.125185128,0.088678315,0.260323076,0.240291382,0.145772797,0.123076538,0.226581162,0.221830088,0.034713604,0.165091381,0.271148321,0.2012249,0.072414075,0.176714168,0.260585911,0.208058638
99,"Chicago, IL",chil,R08-DAP1,-88.07916556,41.87515101,4326,0.125472119,0.113127344,0.288731807,0.260999266,0.150665384,0.196049878,0.305366997,0.247777887,0.047061248,0.176679738,0.095020304,0.21004078,0.113207591,0.175643159,0.301440481,0.221509545
100,"Chicago, IL",chil,R08-PAP1,-88.05904063,41.8561811,4326,0.13045735,0.090351908,0.285260928,0.249916926,0.152458885,0.195059028,0.204115549,0.235512003,0.039232938,0.174063309,0.230750231,0.20961125,0.084327664,0.185967589,0.28075131,0.214780557
101,"Chicago, IL",chil,R08-VLG1,-88.07091278,41.8521756,4326,0.151293253,0.102997586,0.304580738,0.283768727,0.180681886,0.232711214,0.226851795,0.267267578,0.021174879,0.207048645,0.202447157,0.244261024,0.063046978,0.220349622,0.31623536,0.247636898
102,"Chicago, IL",chil,R08-WBK1,-88.06135623,41.84175796,4326,0.143604422,0.106549459,0.304081708,0.270120394,0.164292644,0.203302367,0.155346379,0.250262608,0.043119454,0.186597814,0.301947895,0.227417887,0.078581506,0.203860742,0.311943585,0.232500467
103,"Chicago, IL",chil,R09-BLW1,-88.14724262,41.86309312,4326,0.110426616,0.094982829,0.291440327,0.247326675,0.139325343,0.173404014,0.299001821,0.234951965,0.047791022,0.151007456,0.104860562,0.18828322,0.097310545,0.158459793,0.295180512,0.20145509
104,"Chicago, IL",chil,R09-CTG0,-88.16212923,41.85014493,4326,0.163123176,0.121132253,0.335337472,0.33565157,0.202134175,0.193337448,0.367521806,0.30253504,0.022642878,0.220684272,0.302047625,0.261764905,0.066680625,0.224059036,0.376250267,0.275935798
105,"Chicago, IL",chil,R09-LIM0,-88.12305588,41.87106444,4326,0.110524487,0.103683855,0.294335026,0.263853216,0.140217708,0.139263361,0.207032536,0.243999018,0.049440959,0.155136894,0.281580307,0.199240133,0.115452577,0.164755833,0.312497839,0.211425663
106,"Chicago, IL",chil,R09-SMI1,-88.11233994,41.85279958,4326,0.152969421,0.105878313,0.321966282,0.296300853,0.182914429,0.225724461,0.165339441,0.268746485,0.035252311,0.203084758,0.324267834,0.244211703,0.080642286,0.225574575,0.333500116,0.252279807
107,"Chicago, IL",chil,R10-FRM1,-88.2632106,41.81899974,4326,0.106491123,0.114689912,0.289973108,0.28499316,0.143612073,0.16348101,0.244431262,0.230551172,0.02169584,0.144160766,0.232645656,0.19654904,0.08579693,0.158660998,0.339511618,0.197862842
108,"Chicago, IL",chil,R10-FRM2,-88.25455583,41.83329816,4326,0.079781019,0.094376893,0.303857548,0.261737001,0.128455773,0.120820534,0.325608493,0.220280429,0.024887282,0.109101783,0.298603058,0.161634843,0.07370736,0.111753136,0.398226243,0.186168243
109,"Chicago, IL",chil,R10-WCP0,-88.2299927,41.88948618,4326,0.062208394,0.099969939,0.277661337,0.233282051,0.112388873,0.111669934,0.306844916,0.211179845,0.033081369,0.114811179,0.322011293,0.157896135,0.112888232,0.117708086,0.304557432,0.172832579
110,"Chicago, IL",chil,R10-WDW0,-88.19222479,41.86593136,4326,0.101413425,0.128715351,0.26163962,0.283503446,0.146971649,0.159305645,0.330326625,0.269915564,0.080420641,0.161213228,0.310427786,0.214273628,0.109650377,0.170970912,0.348747739,0.220847898
111,"Chicago, IL",chil,S02-BNS1,-87.59306926,41.81198992,4326,0.048705707,0.015176178,0.141511631,0.132598286,0.03274818,0.065915568,0.037918231,0.115270835,-0.035187928,0.045647443,0.084667117,0.080501462,-0.006746087,0.071921521,0.154711426,0.069710256
112,"Chicago, IL",chil,S02-BRI1,-87.69796061,41.829108,4326,0.038589815,0.035031828,0.127248502,0.104474417,0.047125924,0.060098244,0.053358906,0.09136137,0.032932014,0.053353089,0.091595048,0.080019577,0.03716192,0.05648859,0.121827945,0.079972036
113,"Chicago, IL",chil,S02-COP1,-87.6651001,41.8423996,4326,0.032244943,0.035844973,0.102287544,0.080013304,0.040170274,0.052504159,0.073042192,0.072489467,0.025111039,0.045641125,0.056072748,0.063721293,0.026580715,0.047525485,0.092197613,0.063112642
114,"Chicago, IL",chil,S02-MCP1,-87.67616828,41.82610396,4326,0.047620264,0.026699277,0.136937689,0.121745373,0.057534557,0.078594393,0.089644397,0.110202347,0.020829831,0.069660775,0.055919249,0.092259308,0.048656907,0.070682966,0.141946344,0.093807897
115,"Chicago, IL",chil,S02-PIP1,-87.73000452,41.83325462,4326,0.053263051,0.034049275,0.143173826,0.117653475,0.059765532,0.076492217,0.000158099,0.106035527,0.020960084,0.068922953,0.104157007,0.095163583,0.03452765,0.07417531,0.138589694,0.093785154
116,"Chicago, IL",chil,S02-PLP1,-87.64874972,41.84407767,4326,0.03550709,0.041071936,0.107385788,0.089652145,0.04125989,0.055618825,0.066323108,0.081247743,0.031489736,0.048323507,0.093815702,0.067880402,0.034151601,0.050176344,0.10355564,0.069669084
117,"Chicago, IL",chil,S02-TNW1,-87.60065692,41.82389815,4326,0.064819312,0.017787658,0.130099775,0.125168403,0.031855498,0.06343955,0.090096878,0.109200326,-0.081881785,0.047190879,0.014204192,0.07742098,-0.011212515,0.081285369,0.144647352,0.062989971
118,"Chicago, IL",chil,S03-JKP2,-87.58010698,41.78574236,4326,0.06109632,0.009530309,0.156274692,0.145269961,0.048938386,0.078975751,0.162436173,0.123121447,-0.038487246,0.056593167,0.01529627,0.091732727,-0.003230975,0.089370434,0.165823929,0.080740228
119,"Chicago, IL",chil,S03-LCP1,-87.75085536,41.81401666,4326,0.065459252,0.029811828,0.162710056,0.145961812,0.081474582,0.104082456,0.068558629,0.126971727,0.012572652,0.08893281,0.044428454,0.118978789,0.043757628,0.096053691,0.154643816,0.109370301
120,"Chicago, IL",chil,S03-PSP1,-87.73172978,41.7880381,4326,0.066499536,0.019989516,0.155431361,0.135223723,0.07635216,0.105763996,0.142455355,0.123749512,0.011207881,0.089490621,0.136630987,0.111035024,0.054174466,0.097969265,0.148114596,0.107868331
121,"Chicago, IL",chil,S03-VIP1,-87.7478189,41.80241759,4326,0.071015876,0.023139718,0.155261752,0.137386884,0.082444132,0.108692752,0.075854863,0.125292394,0.005940029,0.093598529,0.034094361,0.113837491,0.05156528,0.101864219,0.145907139,0.109354451
122,"Chicago, IL",chil,S03-WAP1,-87.71888828,41.81169474,4326,0.040758479,0.02584227,0.115132011,0.083505412,0.046350215,0.057872737,0.034483847,0.077945021,0.006618742,0.055653718,0.08366179,0.068209052,0.032401634,0.058109201,0.091164277,0.067229218
123,"Chicago, IL",chil,S04-HAP1,-87.77935426,41.7803347,4326,0.071554295,0.018486821,0.160909136,0.13594778,0.082470015,0.108438609,0.152446679,0.125570976,0.009384374,0.095091964,0.151069459,0.114190841,0.084903845,0.103296733,0.14452339,0.109903714
124,"Chicago, IL",chil,S04-OTW1,-87.80373503,41.81511794,4326,0.091801145,0.028817024,0.241244384,0.219279291,0.110249752,0.139670216,0.056720235,0.202327069,0.060169442,0.125186549,0.246448781,0.17492317,0.092824859,0.137018228,0.268692858,0.172262617
125,"Chicago, IL",chil,S04-SSP1,-87.79732651,41.79931501,4326,0.067662894,0.025961363,0.192473436,0.163733398,0.082063901,0.100065918,0.147441835,0.149586459,0.01824421,0.089712798,0.176175715,0.130107732,0.087496711,0.096314498,0.19501666,0.127927674
126,"Chicago, IL",chil,S05-LNC1,-87.84473133,41.74274601,4326,0.114514455,0.018215223,0.270093444,0.238700627,0.128107842,0.16012395,0.264133541,0.213855541,0.029146258,0.140666903,0.215401802,0.189692998,0.091603551,0.153840271,0.259998077,0.181197849
127,"Chicago, IL",chil,S05-RES1,-87.82363466,41.76135893,4326,0.112723053,0.01894828,0.224964437,0.213203428,0.131483471,0.163847967,0.226374898,0.192522808,0.017573974,0.149083838,0.080156045,0.185144308,0.061509218,0.16225546,0.236774916,0.177743741
128,"Chicago, IL",chil,S05-SFP0,-87.85898612,41.75885485,4326,0.053311756,0.015302339,0.198226016,0.137836323,0.066882368,0.086784948,0.167619655,0.129568583,0.022444253,0.073404017,0.154155338,0.108537337,0.046201309,0.076585826,0.169002477,0.109576689
129,"Chicago, IL",chil,S06-CBW0,-87.89252291,41.72879771,4326,0.110273495,0.016311827,0.337877795,0.263433682,0.124121331,0.16734065,0.347290664,0.252705349,0.092271976,0.140963513,0.278138011,0.199528793,0.111690734,0.153452935,0.357306348,0.195067649
130,"Chicago, IL",chil,S07-ARG1,-87.97052731,41.71888815,4326,0.110788765,0.027075522,0.349688486,0.293727282,0.130006722,0.134295812,0.385697007,0.272556393,0.098196635,0.128508048,0.319176899,0.214656662,0.11097214,0.140860334,0.391628108,0.215957567
131,"Chicago, IL",chil,S07-ARG2,-87.98063145,41.70899378,4326,0.115676538,0.028982561,0.318762334,0.269696758,0.140286326,0.153553265,0.323416265,0.246690099,0.047375579,0.139366747,0.295860786,0.203882652,0.087959325,0.152382239,0.330703737,0.201053698
132,"Chicago, IL",chil,S07-STJ1,-87.93211936,41.69819734,4326,0.073971071,0.017239191,0.308736189,0.234152873,0.094457106,0.119640167,0.265342798,0.225754288,0.09860776,0.09831964,0.347337534,0.173004493,0.094948655,0.104389091,0.339161857,0.171954326
133,"Chicago, IL",chil,S08-WGL1,-87.99914707,41.69378812,4326,0.11240182,0.020191934,0.322397009,0.284586658,0.134884758,0.160752715,0.368408457,0.255734986,0.067373269,0.135822612,0.39145949,0.206449252,0.110041216,0.147728216,0.386675816,0.210645248
134,"Chicago, IL",chil,S08-WGL3,-87.95901986,41.7045601,4326,0.112705125,0.02440867,0.364996466,0.30024326,0.138942359,0.139336838,0.339039358,0.286181505,0.122738766,0.133445176,0.346364252,0.225984396,0.131285428,0.147941906,0.414067584,0.225290971
135,"Chicago, IL",chil,S09-KTP1,-88.03380771,41.6782417,4326,0.071516298,0.010423695,0.279111261,0.262159285,0.118958311,0.13209031,0.29068513,0.245428261,0.095865306,0.112563134,0.313498395,0.182708221,0.100233213,0.124808771,0.342304791,0.1893008
136,"Chicago, IL",chil,S09-SMC1,-88.01264245,41.65701595,4326,0.152787127,0.008223894,0.305710619,0.277120819,0.17125439,0.205701186,0.23173994,0.245437176,0.031366174,0.178821079,0.291529516,0.222360141,0.105627981,0.197282366,0.306142268,0.219658072
137,"Chicago, IL",chil,S09-VTW0,-88.05987667,41.67081215,4326,0.076497435,0.006893798,0.213507421,0.180360651,0.102913147,0.120521307,0.170880288,0.162359859,0.032351114,0.101729112,0.197546881,0.137237754,0.077990987,0.109413271,0.204928105,0.142582833
138,"Chicago, IL",chil,S10-ILC1,-88.06930047,41.63776364,4326,0.060433286,0.019193409,0.240991792,0.186948659,0.089979158,0.105414642,0.030871447,0.176386179,0.08265933,0.089608575,0.196523378,0.133831466,0.09181949,0.092158871,0.256089914,0.156153785
139,"Chicago, IL",chil,S10-LEW1,-88.07710241,41.5993927,4326,0.104402757,0.021101393,0.282735584,0.236057562,0.130196307,0.150296771,-0.002823317,0.218603781,0.068750917,0.131658451,0.28713562,0.184268586,0.106694611,0.142119549,0.302351331,0.197280214
140,"Chicago, IL",chil,S10-LPC1,-88.04816511,41.5915763,4326,0.136618287,0.020983602,0.269276509,0.251379256,0.149132074,0.207682467,0.242780372,0.234170283,0.062995729,0.175253297,0.25763019,0.207429315,0.164305069,0.188409546,0.270860684,0.202800062
141,"Chicago, IL",chil,S10-LPP0,-88.07212554,41.58289314,4326,0.082380849,0.022052819,0.258393547,0.201973168,0.106013936,0.12772123,0.09965778,0.19336196,0.066969971,0.105861706,0.322228171,0.148331213,0.104643833,0.106892704,0.319439224,0.166290108
142,"Des Moines, IA",deio,DEIO01,-93.66451,41.67675,4326,0.051994794,0.132531163,0.355759059,0.273292945,0.106358853,0.131360591,0.369446192,0.201063017,0.086370527,0.240211024,0.365254403,0.255238504,0.054509403,0.118116394,0.349384577,0.189587005
143,"Des Moines, IA",deio,DEIO02,-93.65488,41.6596,4326,0.008957443,0.118347428,0.325756763,0.232130503,0.05296173,0.108427043,0.342434043,0.1533109,0.030012345,0.213130107,0.318896799,0.185412223,0.004411969,0.088582711,0.267490967,0.144446751
144,"Des Moines, IA",deio,DEIO03,-93.67759,41.64794,4326,0.040428151,0.091958235,0.303807976,0.26644664,0.106332308,0.130086136,0.320816278,0.185931035,0.082131144,0.274616651,0.295342979,0.233884831,0.042425408,0.109286651,0.302516882,0.166812276
145,"Des Moines, IA",deio,DEIO04,-93.65506,41.6478,4326,0.041129084,0.126248692,0.31714035,0.263932796,0.095534478,0.109230255,0.334739788,0.175244254,0.086248131,0.265099497,0.309085481,0.226171776,0.047564872,0.101923787,0.318687692,0.157622814
146,"Des Moines, IA",deio,DEIO05,-93.65047,41.63674,4326,0.059167263,0.140428855,0.325740753,0.277189898,0.123872124,0.128186757,0.351395911,0.188968615,0.12200013,0.302514458,0.318356801,0.241011932,0.070637531,0.111375813,0.330789648,0.169169936
147,"Des Moines, IA",deio,DEIO06,-93.66083,41.62444,4326,0.040395183,0.178356804,0.314776558,0.286435063,0.110772475,0.156322712,0.3307169,0.210314653,0.102406007,0.227222433,0.297211337,0.252043806,0.052525006,0.122223278,0.309343256,0.186154805
148,"Des Moines, IA",deio,DEIO07,-93.63334,41.62432,4326,0.032822048,0.115473325,0.282422406,0.251729659,0.098427278,0.120663321,0.299383922,0.173265263,0.082836454,0.244757741,0.282922108,0.218013009,0.035449926,0.100601156,0.289820469,0.159682184
149,"Des Moines, IA",deio,DEIO08,-93.61509,41.61289,4326,-0.001426518,0.113750722,0.245134979,0.230112571,0.06024868,0.136033838,0.250528416,0.17385333,0.048535807,0.214634137,0.243306525,0.200701193,0.004738591,0.100493318,0.241520562,0.155870063
150,"Des Moines, IA",deio,DEIO09,-93.62208,41.60538,4326,-0.005691463,0.086138297,0.204075786,0.193039787,0.050746495,0.117006319,0.209550177,0.142189221,0.045098197,0.144186221,0.200389464,0.161610034,0.002426236,0.083948381,0.202411583,0.13116281
151,"Des Moines, IA",deio,DEIO10,-93.63868,41.5988,4326,0.001240689,0.127420484,0.242386094,0.233367117,0.075539627,0.144417996,0.249090702,0.169763951,0.059920566,0.109564775,0.236790795,0.195114294,0.027860971,0.102794239,0.239334347,0.156258637
152,"Des Moines, IA",deio,DEIO11,-93.63012,41.57219,4326,0.00512332,0.083226923,0.222140346,0.19831037,0.051129863,0.113117724,0.229129606,0.150307658,0.046926641,0.218559531,0.224084642,0.17093823,-0.00275651,0.084690679,0.232725585,0.137924102
153,"Des Moines, IA",deio,DEIO12,-93.60998,41.57734,4326,0.00247278,0.108430108,0.221607461,0.203759018,0.033219431,0.140057661,0.22137904,0.165749793,0.041561479,0.123804146,0.218429189,0.178481101,-0.001586836,0.097182952,0.213134824,0.153145732
154,"Des Moines, IA",deio,DEIO13,-93.60813,41.5678,4326,0.016618539,0.172546383,0.321621144,0.293641932,0.072129113,0.19465447,0.333007715,0.226045954,0.062575218,0.194492456,0.31225137,0.255050239,0.020345453,0.141108156,0.309250477,0.20753698
155,"Des Moines, IA",deio,DEIO14,-93.58851,41.56889,4326,0.041025089,0.128729378,0.31453322,0.272124939,0.073571825,0.141140258,0.334511741,0.199262802,0.092706462,0.113057001,0.310870473,0.233305776,0.04705375,0.110314241,0.319388939,0.187328833
156,"Des Moines, IA",deio,DEIO15,-93.56676,41.5708,4326,0.009213142,0.091876002,0.279290708,0.234688192,0.054442088,0.124245385,0.291767406,0.171210278,0.043996267,0.191826109,0.278367815,0.203691218,-0.003751519,0.100714227,0.26772255,0.168085268
157,"Des Moines, IA",deio,DEIO16,-93.56567,41.55793,4326,-0.024778072,0.130062122,0.364163492,0.305958229,0.048800087,0.176063884,0.364850923,0.2182713,0.03487642,0.235108227,0.372320924,0.248820868,0.001907373,0.134389754,0.333262781,0.211496047
158,"Des Moines, IA",deio,DEIO17,-93.56839,41.54269,4326,-0.003557731,0.189805213,0.326310882,0.28737774,0.067117155,0.167558065,0.337832621,0.193041087,0.040708667,0.081156445,0.302418302,0.216706334,0.00028797,0.122489599,0.31462685,0.181717328
159,"Des Moines, IA",deio,DEIO18,-93.55346,41.54538,4326,-0.020675494,0.177018118,0.32902645,0.281086035,0.067401636,0.158251317,0.337228254,0.198730868,0.024296925,0.223441513,0.308266713,0.217564516,-0.014329787,0.115648517,0.30424152,0.187303367
160,"Des Moines, IA",deio,DEIO19,-93.54472,41.55938,4326,-0.024423822,0.08781355,0.264500747,0.179224225,0.042859784,0.10556728,0.264381015,0.127371257,0.006341172,0.191883066,0.273254762,0.161297584,-0.029486665,0.074311041,0.212963449,0.135572157
161,"Des Moines, IA",deio,DEIO20,-93.5192,41.54599,4326,-0.023090604,0.096145222,0.313216987,0.252390199,0.068577347,0.126839884,0.349354036,0.165328706,0.004219877,0.231531522,0.355150392,0.191247524,-0.019990522,0.101620336,0.309470526,0.168311116
162,"Des Moines, IA",deio,DEIO21,-93.50548,41.55046,4326,-0.018987871,0.069183831,0.337591158,0.225178356,0.040914012,0.101612582,0.36490397,0.147544004,0.006391051,0.204052031,0.372127163,0.183274895,-0.019617737,0.096660966,0.290043961,0.158356274
163,"Des Moines, IA",deio,DEIO22,-93.50182,41.55976,4326,0.015560659,0.107105046,0.30335431,0.264575271,0.093995468,0.108486866,0.330529497,0.187965644,0.070016975,0.259341283,0.32627562,0.230534558,0.037531764,0.102668261,0.317940791,0.177916687
164,"Des Moines, IA",deio,DEIO23,-93.47858,41.54662,4326,0.042915581,0.145264901,0.358050212,0.297080354,0.115409117,0.130669142,0.384005436,0.200858343,0.111109858,0.325898122,0.344478381,0.260636815,0.071874313,0.112714287,0.363362771,0.189664465
165,"Des Moines, IA",deio,DEIO24,-93.45848,41.53787,4326,0.031566204,0.130317127,0.350561343,0.295520779,0.093342853,0.152376264,0.392029308,0.20329675,0.069369617,0.292798277,0.375404875,0.245094882,0.038391734,0.117984212,0.342094987,0.187306597
166,"Des Moines, IA",deio,DEIO25,-93.44189,41.5337,4326,-0.01044893,0.156726954,0.355820154,0.338327508,0.093303324,0.150895414,0.404238356,0.225879099,0.029397497,0.299921031,0.402535565,0.259870544,0.001416994,0.133691961,0.367328034,0.207063316
167,"Indianapolis, IN",inin,M01-PRG1,-86.14124818,39.74438565,4326,0.028361535,0.168949714,0.222339513,0.149310952,0.089305,0.165153239,0.224832169,0.123579953,0.059372487,0.112160122,0.229405123,0.197319006,0.091155247,0.180094176,0.204985249,0.153607626
168,"Indianapolis, IN",inin,M01-SAP1,-86.12861121,39.74171912,4326,0.033959915,0.180825823,0.248362015,0.171588255,0.096733507,0.189694331,0.252805208,0.145447195,0.078696182,0.134309726,0.258878994,0.229638873,0.108562095,0.212648651,0.231435246,0.180514296
169,"Indianapolis, IN",inin,M02-BCF1,-86.1406152,39.77277956,4326,0.016992716,0.124079702,0.175150011,0.112673492,0.060933498,0.12506845,0.167709659,0.089011549,0.094056694,0.077982726,0.160874523,0.141429195,0.064352851,0.126941939,0.144181883,0.103841984
170,"Indianapolis, IN",inin,M02-OBP1,-86.14025599,39.78822898,4326,0.022995133,0.177616823,0.224960693,0.137833487,0.079134607,0.152363604,0.222488796,0.118205503,0.096232862,0.105133927,0.206840822,0.183494206,0.084018819,0.16488839,0.17870036,0.125743896
171,"Indianapolis, IN",inin,M02-SBP2,-86.1196739,39.78596904,4326,0.023128059,0.206006896,0.260169017,0.166444097,0.103477261,0.169736478,0.276781774,0.138658949,0.049684824,0.121897042,0.270211492,0.235298386,0.098303484,0.203123194,0.246052539,0.17438317
172,"Indianapolis, IN",inin,M03-FCP1,-86.14297399,39.81116224,4326,0.069059496,0.189600118,0.27101716,0.185694995,0.090483965,0.163879005,0.283286244,0.143555848,0.081567524,0.127904466,0.278686979,0.23665436,0.108327284,0.189954645,0.262843406,0.211389435
173,"Indianapolis, IN",inin,M03-GWP1,-86.11833247,39.81657456,4326,0.15533683,0.209366601,0.31128089,0.236471642,0.114253711,0.191357957,0.334288335,0.172008931,0.111407679,0.163151555,0.323602594,0.283368087,0.133559311,0.225126289,0.33222661,0.260306961
174,"Indianapolis, IN",inin,M03-ISD1,-86.13977524,39.83346329,4326,0.133966659,0.17556789,0.264882725,0.200573445,0.097619817,0.166948367,0.27947157,0.143627206,0.088606658,0.136604213,0.257630015,0.232377414,0.112464117,0.17840661,0.264057876,0.21224401
175,"Indianapolis, IN",inin,M04-BAS1,-86.12840246,39.8541236,4326,0.10918339,0.163283086,0.268973469,0.217152106,0.114416351,0.149628283,0.281545463,0.138592479,0.081203858,0.126986553,0.267149163,0.236675587,0.105168654,0.166763241,0.268812865,0.220503423
176,"Indianapolis, IN",inin,M04-FRP1,-86.16023337,39.86121671,4326,0.147475478,0.19852992,0.32877945,0.271758972,0.126286378,0.185934878,0.35918807,0.177763623,0.096761506,0.162682347,0.332402922,0.287771545,0.138770617,0.21131669,0.349315655,0.280340055
177,"Indianapolis, IN",inin,M04-MAP1,-86.14044844,39.88649208,4326,0.136309514,0.18939762,0.331786454,0.276752946,0.13226379,0.1753562,0.360649836,0.16752527,0.083103812,0.149764992,0.340401749,0.287661324,0.129107745,0.195530005,0.35561608,0.28047605
178,"Indianapolis, IN",inin,M05-ISB2,-86.1452568,39.89465895,4326,0.155871122,0.218886275,0.353180838,0.300260028,0.142154653,0.190087031,0.390520468,0.191265624,0.067463619,0.183846608,0.361138461,0.314705598,0.151001409,0.225938222,0.382587996,0.302757457
179,"Indianapolis, IN",inin,M05-SDC1,-86.15046029,39.91705043,4326,0.153780665,0.203334647,0.297089377,0.24470808,0.068500443,0.182386582,0.31941977,0.174908456,0.095200009,0.166988489,0.296606352,0.254732937,0.131361534,0.194460719,0.287780585,0.236522569
180,"Indianapolis, IN",inin,M05-SGC1,-86.13142726,39.92478303,4326,0.149263706,0.194066888,0.307792076,0.250909028,0.073137004,0.184724411,0.33015398,0.17524299,0.134895444,0.162220814,0.309351017,0.271615875,0.135158398,0.203366559,0.311169919,0.254362122
181,"Indianapolis, IN",inin,M06-MCP1,-86.13240565,39.95072573,4326,0.168061504,0.206204921,0.324584221,0.27665013,0.061935098,0.198176711,0.353185759,0.188133845,0.117634971,0.17603144,0.340773527,0.297800698,0.14584899,0.212829013,0.35007399,0.281059367
182,"Indianapolis, IN",inin,M06-PGC1,-86.15310019,39.94570989,4326,0.151186975,0.19038984,0.284695273,0.238770081,0.039855448,0.177163932,0.296228663,0.166836674,0.112503537,0.155435982,0.273519094,0.256888602,0.132055082,0.196274701,0.289459624,0.246223279
183,"Indianapolis, IN",inin,M07-CAC1,-86.12920428,39.99009919,4326,0.151729334,0.185287062,0.28573542,0.226872455,0.045783951,0.175858584,0.278107219,0.163292971,0.111590965,0.149965488,0.279744308,0.251482236,0.126558625,0.183822515,0.281494053,0.23193494
184,"Indianapolis, IN",inin,M07-CCT1,-86.13636599,40.00913966,4326,0.177299997,0.21304559,0.30919115,0.266729215,0.02788767,0.188422837,0.307732081,0.202861211,0.116196108,0.1820075,0.311549492,0.287712707,0.153563014,0.221076892,0.318836142,0.270960707
185,"Indianapolis, IN",inin,M07-WFD1,-86.12472999,40.00861989,4326,0.142721451,0.174810185,0.29029147,0.230757411,0.046921442,0.163250517,0.282047358,0.165181226,0.114349114,0.14670269,0.296477681,0.263061714,0.127972623,0.184643912,0.296067985,0.241380335
186,"Indianapolis, IN",inin,M08-FTP1,-86.12030817,40.04949527,4326,0.178863021,0.216714683,0.314834569,0.245984809,0.008706584,0.205091728,0.289641012,0.198796416,0.144411771,0.176276902,0.319792738,0.282877869,0.154194682,0.228142645,0.305294466,0.26336874
187,"Indianapolis, IN",inin,M08-MMT2,-86.14102174,40.03963027,4326,0.128496089,0.164372328,0.244110055,0.185165524,-0.005197154,0.150619663,0.22667576,0.155702793,0.08808039,0.13088806,0.233780651,0.210293718,0.117858596,0.160636357,0.229207033,0.197001994
188,"Indianapolis, IN",inin,M08-WGP1,-86.14166967,40.06086787,4326,0.14165084,0.185552222,0.274311733,0.208775845,-0.014015119,0.1762973,0.234787252,0.183157341,0.066207401,0.151270907,0.315176661,0.244739213,0.135875404,0.193452366,0.262461444,0.23009974
189,"Indianapolis, IN",inin,R01-IUI1,-86.18727407,39.77562407,4326,0.020216136,0.154151345,0.200573816,0.132134331,0.056107885,0.150800256,0.206644992,0.114021455,0.082031767,0.090284273,0.209541754,0.183675411,0.083605213,0.161598,0.182484209,0.137119267
190,"Indianapolis, IN",inin,R02-PRU1,-86.17459536,39.72751119,4326,0.023158134,0.156607552,0.210033549,0.137844776,0.045978634,0.136828096,0.211603211,0.09869102,0.068760218,0.072262047,0.204920777,0.16780984,0.067358052,0.152844128,0.189197501,0.128677116
191,"Indianapolis, IN",inin,R03-4651,-86.22178562,39.69305814,4326,0.034399717,0.229211219,0.29065371,0.180430617,0.059738305,0.183352567,0.299597568,0.135071503,0.087311083,0.118899996,0.327276026,0.242409609,0.105232057,0.224927604,0.308425423,0.189901089
192,"Indianapolis, IN",inin,R04-SWW1,-86.22229769,39.65260597,4326,0.03585745,0.224196098,0.294998322,0.208882935,0.090266959,0.206635522,0.28630833,0.158194288,0.121797724,0.136188837,0.313095386,0.25269629,0.120915752,0.225531917,0.294460983,0.20207778
193,"Indianapolis, IN",inin,R05-WAV1,-86.27325439,39.55931854,4326,0.030842372,0.216255028,0.276698377,0.17503446,0.064382958,0.190956123,0.286542353,0.128285764,0.091134841,0.109184745,0.291039977,0.238618585,0.107364516,0.218311619,0.270228324,0.180857754
194,"Indianapolis, IN",inin,R06-MMP-1,-86.41739655,39.32550049,4326,0.00430784,0.418218755,0.459813016,0.210116163,0.145820138,0.373011839,0.450089551,0.167263908,0.117729196,0.155945946,0.45164552,0.393493725,0.138600813,0.370364791,0.467933177,0.158660757
195,"Indianapolis, IN",inin,W01-GFP3,-86.14888904,39.73541028,4326,0.035596434,0.20166393,0.246581458,0.167456368,0.096061175,0.193272077,0.257800105,0.147990341,0.075017826,0.137725576,0.264421905,0.232505003,0.115200253,0.209558684,0.236060169,0.181507481
196,"Indianapolis, IN",inin,W01-HCC1,-86.16041277,39.73534463,4326,0.032032835,0.190242988,0.233397511,0.154975767,0.069041265,0.175363278,0.244633755,0.133141429,0.073958387,0.115499421,0.249285166,0.214908642,0.099051373,0.189117123,0.215879774,0.16423973
