siteID,JA19,AP19,JU19,OC19,JA20,AP20,JU20,OC20,JA21,AP21,JU21,OC21,JA22,AP22,JU22,OC22
NACA_NCAP-VA-ANC1,0,NA,NA,NA,NA,NA,0,4,2,16,1,3,22,11,12,8
NACA_NCAP-VA-ARM1,0,NA,NA,NA,NA,NA,61,13,18,31,19,39,6,10,12,8
NACA_NCAP-VA-BAR1,0,NA,NA,NA,NA,NA,3,0,31,7,2,34,14,20,4,37
NACA_NCAP-VA-BBP1,0,NA,NA,NA,NA,NA,0,0,0,0,4,0,0,0,0,0
NACA_NCAP-VA-BLU1,0,NA,NA,NA,NA,NA,8,23,6,8,3,21,3,10,9,0
NACA_NCAP-VA-BMP1,0,NA,NA,NA,NA,NA,0,1,1,0,9,4,0,4,0,0
NACA_NCAP-VA-BSH1,0,NA,NA,NA,NA,NA,10,3,16,16,14,0,26,10,10,11
NACA_NCAP-VA-CPL1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
NACA_NCAP-VA-DAI1,0,NA,NA,NA,NA,NA,19,95,36,28,53,47,1,39,0,1
NACA_NCAP-VA-DOK1,0,NA,NA,NA,NA,NA,4,10,6,9,2,6,4,12,0,3
NACA_NCAP-VA-FMR1,0,NA,NA,NA,NA,NA,31,14,2,9,3,5,1,5,0,0
NACA_NCAP-VA-FTW1,0,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2,0,0
