siteID,JA19,AP19,JU19,OC19,JA20,AP20,JU20,OC20,JA21,AP21,JU21,OC21,JA22,AP22,JU22,OC22
boma_ALN,-1.2311655849614935,-0.2717901842039126,1.131269367915364,0.06693918525672261,-0.9397614647936192,-0.3953785835281536,1.191880673142155,0.15476594238319974,-1.1751588595116214,-0.11334776061687815,1.0446353198362834,0.26454938879129614,-1.2067656492676315,-0.1938649685657366,1.1519791341019776,0.21255811713432604
boma_ARB1,-1.2311655849614935,-0.2717901842039126,1.131269367915364,0.06693918525672261,-0.9397614647936192,-0.3953785835281536,1.191880673142155,0.15476594238319974,-1.1751588595116214,-0.11334776061687815,1.0446353198362834,0.26454938879129614,-1.2067656492676315,-0.1938649685657366,1.1519791341019776,0.21255811713432604
boma_ARB2,-1.2311655849614935,-0.2717901842039126,1.131269367915364,0.06693918525672261,-0.9397614647936192,-0.3953785835281536,1.191880673142155,0.15476594238319974,-1.1751588595116214,-0.11334776061687815,1.0446353198362834,0.26454938879129614,-1.2067656492676315,-0.1938649685657366,1.1519791341019776,0.21255811713432604
boma_BDL,-1.2311655849614935,-0.2717901842039126,1.131269367915364,0.06693918525672261,-0.9397614647936192,-0.3953785835281536,1.191880673142155,0.15476594238319974,-1.1751588595116214,-0.11334776061687815,1.0446353198362834,0.26454938879129614,-1.2067656492676315,-0.1938649685657366,1.1519791341019776,0.21255811713432604
boma_BNC,-1.2311655849614935,-0.2717901842039126,1.131269367915364,0.06693918525672261,-0.9397614647936192,-0.3953785835281536,1.191880673142155,0.15476594238319974,-1.1751588595116214,-0.11334776061687815,1.0446353198362834,0.26454938879129614,-1.2067656492676315,-0.1938649685657366,1.1519791341019776,0.21255811713432604
boma_BRA,-1.2311655849614935,-0.2717901842039126,1.131269367915364,0.06693918525672261,-0.9397614647936192,-0.3953785835281536,1.191880673142155,0.15476594238319974,-1.1751588595116214,-0.11334776061687815,1.0446353198362834,0.26454938879129614,-1.2067656492676315,-0.1938649685657366,1.1519791341019776,0.21255811713432604
boma_BRD1,-1.2311655849614935,-0.2717901842039126,1.131269367915364,0.06693918525672261,-0.9397614647936192,-0.3953785835281536,1.191880673142155,0.15476594238319974,-1.1751588595116214,-0.11334776061687815,1.0446353198362834,0.26454938879129614,-1.2067656492676315,-0.1938649685657366,1.1519791341019776,0.21255811713432604
boma_BRD2,-1.2311655849614935,-0.2717901842039126,1.131269367915364,0.06693918525672261,-0.9397614647936192,-0.3953785835281536,1.191880673142155,0.15476594238319974,-1.1751588595116214,-0.11334776061687815,1.0446353198362834,0.26454938879129614,-1.2067656492676315,-0.1938649685657366,1.1519791341019776,0.21255811713432604
boma_BRT,-1.2311655849614935,-0.2717901842039126,1.131269367915364,0.06693918525672261,-0.9397614647936192,-0.3953785835281536,1.191880673142155,0.15476594238319974,-1.1751588595116214,-0.11334776061687815,1.0446353198362834,0.26454938879129614,-1.2067656492676315,-0.1938649685657366,1.1519791341019776,0.21255811713432604
boma_BSU,-1.2311655849614935,-0.2717901842039126,1.131269367915364,0.06693918525672261,-0.9397614647936192,-0.3953785835281536,1.191880673142155,0.15476594238319974,-1.1751588595116214,-0.11334776061687815,1.0446353198362834,0.26454938879129614,-1.2067656492676315,-0.1938649685657366,1.1519791341019776,0.21255811713432604
boma_DAN,-1.2311655849614935,-0.2717901842039126,1.131269367915364,0.06693918525672261,-0.9397614647936192,-0.3953785835281536,1.191880673142155,0.15476594238319974,-1.1751588595116214,-0.11334776061687815,1.0446353198362834,0.26454938879129614,-1.2067656492676315,-0.1938649685657366,1.1519791341019776,0.21255811713432604
boma_EVR,-1.2311655849614935,-0.2717901842039126,1.131269367915364,0.06693918525672261,-0.9397614647936192,-0.3953785835281536,1.191880673142155,0.15476594238319974,-1.1751588595116214,-0.11334776061687815,1.0446353198362834,0.26454938879129614,-1.2067656492676315,-0.1938649685657366,1.1519791341019776,0.21255811713432604
boma_FRPO1,-1.2311655849614935,-0.2717901842039126,1.131269367915364,0.06693918525672261,-0.9397614647936192,-0.3953785835281536,1.191880673142155,0.15476594238319974,-1.1751588595116214,-0.11334776061687815,1.0446353198362834,0.26454938879129614,-1.2067656492676315,-0.1938649685657366,1.1519791341019776,0.21255811713432604
boma_FRPO2,-1.2311655849614935,-0.2717901842039126,1.131269367915364,0.06693918525672261,-0.9397614647936192,-0.3953785835281536,1.191880673142155,0.15476594238319974,-1.1751588595116214,-0.11334776061687815,1.0446353198362834,0.26454938879129614,-1.2067656492676315,-0.1938649685657366,1.1519791341019776,0.21255811713432604
boma_FVW,-1.2311655849614935,-0.2717901842039126,1.131269367915364,0.06693918525672261,-0.9397614647936192,-0.3953785835281536,1.191880673142155,0.15476594238319974,-1.1751588595116214,-0.11334776061687815,1.0446353198362834,0.26454938879129614,-1.2067656492676315,-0.1938649685657366,1.1519791341019776,0.21255811713432604
boma_GLD,-1.2311655849614935,-0.2717901842039126,1.131269367915364,0.06693918525672261,-0.9397614647936192,-0.3953785835281536,1.191880673142155,0.15476594238319974,-1.1751588595116214,-0.11334776061687815,1.0446353198362834,0.26454938879129614,-1.2067656492676315,-0.1938649685657366,1.1519791341019776,0.21255811713432604
boma_GRT,-1.2311655849614935,-0.2717901842039126,1.131269367915364,0.06693918525672261,-0.9397614647936192,-0.3953785835281536,1.191880673142155,0.15476594238319974,-1.1751588595116214,-0.11334776061687815,1.0446353198362834,0.26454938879129614,-1.2067656492676315,-0.1938649685657366,1.1519791341019776,0.21255811713432604
boma_HAB,-1.2311655849614935,-0.2717901842039126,1.131269367915364,0.06693918525672261,-0.9397614647936192,-0.3953785835281536,1.191880673142155,0.15476594238319974,-1.1751588595116214,-0.11334776061687815,1.0446353198362834,0.26454938879129614,-1.2067656492676315,-0.1938649685657366,1.1519791341019776,0.21255811713432604
boma_HAL,-1.2311655849614935,-0.2717901842039126,1.131269367915364,0.06693918525672261,-0.9397614647936192,-0.3953785835281536,1.191880673142155,0.15476594238319974,-1.1751588595116214,-0.11334776061687815,1.0446353198362834,0.26454938879129614,-1.2067656492676315,-0.1938649685657366,1.1519791341019776,0.21255811713432604
boma_MTA,-1.2311655849614935,-0.2717901842039126,1.131269367915364,0.06693918525672261,-0.9397614647936192,-0.3953785835281536,1.191880673142155,0.15476594238319974,-1.1751588595116214,-0.11334776061687815,1.0446353198362834,0.26454938879129614,-1.2067656492676315,-0.1938649685657366,1.1519791341019776,0.21255811713432604
boma_MUS,-1.2311655849614935,-0.2717901842039126,1.131269367915364,0.06693918525672261,-0.9397614647936192,-0.3953785835281536,1.191880673142155,0.15476594238319974,-1.1751588595116214,-0.11334776061687815,1.0446353198362834,0.26454938879129614,-1.2067656492676315,-0.1938649685657366,1.1519791341019776,0.21255811713432604
boma_PKN,-1.2311655849614935,-0.2717901842039126,1.131269367915364,0.06693918525672261,-0.9397614647936192,-0.3953785835281536,1.191880673142155,0.15476594238319974,-1.1751588595116214,-0.11334776061687815,1.0446353198362834,0.26454938879129614,-1.2067656492676315,-0.1938649685657366,1.1519791341019776,0.21255811713432604
boma_SRN,-1.2311655849614935,-0.2717901842039126,1.131269367915364,0.06693918525672261,-0.9397614647936192,-0.3953785835281536,1.191880673142155,0.15476594238319974,-1.1751588595116214,-0.11334776061687815,1.0446353198362834,0.26454938879129614,-1.2067656492676315,-0.1938649685657366,1.1519791341019776,0.21255811713432604
